leaguegoals	isamongtopscorers	yellows	isamongtopscorersinteam	jerseynumber	position	artificialkey	teamid	injury	leagueappearances	prevform	istopscorer	playerid	form	reds
0	0	1	0	22	28	4106	57	0	3	3	0	203127	3	0
0	0	0	0	26	28	4107	57	0	4	3	0	190488	3	0
0	0	0	0	31	28	4108	57	0	2	3	0	205693	3	0
0	0	0	0	15	28	4109	57	0	1	3	0	157727	3	0
0	0	0	0	24	28	4110	57	0	0	3	0	210684	3	0
0	0	0	0	9	28	4111	57	0	1	3	0	171273	3	0
0	0	0	0	19	28	4112	57	0	0	3	0	196932	3	0
0	0	0	0	3	28	4113	57	0	0	3	0	202750	3	0
0	0	0	0	20	29	4114	57	0	0	3	0	190248	3	0
0	0	0	0	13	29	4115	57	0	0	3	0	198655	3	0
0	0	0	0	37	29	4116	57	0	0	3	0	203128	3	0
0	0	0	0	35	29	4117	57	0	0	3	0	202194	3	0
0	0	0	0	25	29	4118	57	0	1	3	0	208615	3	0
0	0	1	0	30	0	4126	62	0	5	3	0	190195	3	0
0	0	1	0	6	3	4127	62	0	5	3	0	169069	3	0
0	0	1	0	8	4	4128	62	0	5	3	0	181559	3	0
1	0	1	1	19	6	4129	62	0	3	3	0	168983	3	0
0	0	0	0	3	7	4130	62	0	3	3	0	209628	3	0
0	0	0	0	28	12	4131	62	0	5	3	0	163794	3	0
2	0	1	1	5	13	4132	62	0	4	3	0	192673	3	0
0	0	3	0	18	15	4133	62	0	5	3	0	41634	3	0
1	0	1	1	26	16	4134	62	0	3	3	0	112389	3	0
0	0	1	0	13	21	4135	62	0	5	3	0	163713	3	0
2	0	1	1	9	25	4136	62	0	5	3	0	188274	3	0
0	0	0	0	16	28	4137	62	0	0	3	0	150471	3	0
0	0	0	0	4	28	4138	62	0	1	3	0	205190	3	0
0	0	1	0	12	28	4139	62	0	3	3	0	197681	3	0
0	0	1	0	29	28	4140	62	0	4	3	0	204338	3	0
0	0	0	0	11	28	4141	62	0	3	3	0	112393	3	0
0	0	1	0	21	28	4142	62	0	2	3	0	181287	3	0
0	0	0	0	22	28	4143	62	0	2	3	0	209706	3	0
0	0	0	0	23	28	4144	62	0	1	3	0	204241	3	0
0	0	0	0	17	28	4145	62	0	2	3	0	205188	3	0
0	0	0	0	20	28	4146	62	0	3	3	0	204015	3	0
0	0	0	0	33	28	4147	62	0	0	3	0	209824	3	0
0	0	0	0	7	28	4148	62	0	0	3	0	194086	3	0
0	0	0	0	1	29	4149	62	0	0	3	0	205117	3	0
0	0	0	0	1	0	4150	64	0	5	3	0	5208	3	0
0	0	0	0	26	3	4151	64	0	4	3	0	159381	3	0
0	0	1	0	13	4	4152	64	0	5	3	0	188706	3	0
1	0	0	1	5	6	4153	64	0	5	3	0	53027	3	0
0	0	1	0	20	7	4154	64	0	5	3	0	193376	3	0
1	0	0	1	29	12	4155	64	0	5	3	0	188601	3	0
2	0	1	1	18	13	4156	64	0	5	3	0	188383	3	0
0	0	2	0	6	14	4157	64	0	5	3	0	177128	3	0
0	0	2	0	24	15	4158	64	0	5	3	0	177481	3	0
0	0	0	0	11	16	4159	64	0	3	3	0	179886	3	0
1	0	0	1	9	25	4160	64	0	4	3	0	183392	3	0
0	0	0	0	16	28	4161	64	0	0	3	0	165195	3	0
0	0	1	0	28	28	4162	64	0	5	3	0	209320	3	0
0	0	0	0	27	28	4163	64	0	1	3	0	191151	3	0
0	0	0	0	2	28	4164	64	0	0	3	0	199800	3	0
0	0	0	0	3	28	4165	64	0	1	3	0	209748	3	0
0	0	0	0	8	28	4166	64	0	5	3	0	172199	3	0
0	0	0	0	7	28	4167	64	0	1	3	0	203889	3	0
0	0	0	0	35	28	4168	64	0	0	3	0	210860	3	0
0	0	0	0	34	28	4169	64	0	0	3	0	201879	3	0
0	0	0	0	21	28	4170	64	0	0	3	0	204443	3	0
0	0	0	0	33	28	4171	64	0	3	3	0	210686	3	0
0	0	0	0	30	28	4172	64	0	0	3	0	194115	3	0
0	0	0	0	1	0	4173	69	0	5	3	0	192593	3	0
0	0	0	0	26	3	4174	69	0	5	3	0	135454	3	0
0	0	2	0	31	4	4175	69	0	5	3	0	111195	3	0
1	0	1	1	24	6	4176	69	0	5	3	0	163407	3	0
0	0	0	0	21	7	4177	69	0	5	3	0	192594	3	0
0	0	0	0	7	12	4178	69	0	5	3	0	177525	3	0
0	0	0	0	6	13	4179	69	0	3	3	0	138755	3	0
0	0	0	0	8	15	4180	69	0	4	3	0	188763	3	0
1	0	0	1	17	16	4181	69	0	4	3	0	208418	3	0
6	1	0	1	11	24	4182	69	0	5	3	1	207946	3	0
3	1	1	1	18	26	4183	69	0	5	3	0	203280	3	0
0	0	0	0	30	28	4184	69	0	0	3	0	603	3	0
0	0	0	0	10	28	4185	69	0	3	3	0	183519	3	0
0	0	0	0	9	28	4186	69	0	0	3	0	185199	3	0
0	0	0	0	14	28	4187	69	0	5	3	0	49756	3	0
1	0	1	1	20	28	4188	69	0	4	3	0	181377	3	0
0	0	0	0	5	28	4189	69	0	2	3	0	169584	3	0
0	0	0	0	23	28	4190	69	0	1	3	0	198861	3	0
0	0	0	0	3	28	4191	69	0	0	3	0	201510	3	0
0	0	0	0	12	28	4192	69	0	1	3	0	135530	3	0
0	0	0	0	15	28	4193	69	0	0	3	0	205632	3	0
0	0	0	0	36	28	4194	69	0	0	3	0	199060	3	0
0	0	0	0	29	28	4195	69	0	1	3	0	206506	3	0
0	0	0	0	28	29	4196	69	0	1	3	0	205753	3	0
0	0	0	0	16	29	4197	69	0	0	3	0	205747	3	0
0	0	0	0	2	29	4198	69	0	0	3	0	199191	3	0
0	0	0	0	13	29	4199	69	0	0	3	0	206597	3	0
0	0	0	0	27	29	4200	69	0	0	3	0	209784	3	0
0	0	0	0	1	0	4207	71	0	5	3	0	168965	3	0
0	0	1	0	22	3	4208	71	0	5	3	0	138704	3	0
0	0	1	0	3	4	4209	71	0	5	3	0	197937	3	0
0	0	1	0	6	6	4210	71	0	4	3	0	174596	3	0
0	0	0	0	5	7	4211	71	0	5	3	0	165232	3	0
0	0	0	0	25	9	4212	71	0	4	3	0	201519	3	0
0	0	1	0	12	11	4213	71	0	4	3	0	209698	3	0
1	0	1	1	7	17	4214	71	0	4	3	0	49457	3	0
1	0	0	1	8	19	4215	71	0	5	3	0	184706	3	0
0	0	0	0	10	24	4216	71	0	2	3	0	168984	3	0
4	1	0	1	9	26	4217	71	0	5	3	0	186524	3	0
0	0	0	0	16	28	4218	71	0	0	3	0	188597	3	0
0	0	0	0	4	28	4219	71	0	3	3	0	45067	3	0
0	0	0	0	18	28	4220	71	0	3	3	0	178051	3	0
1	0	0	1	20	28	4221	71	0	5	3	0	203886	3	0
1	0	0	1	23	28	4222	71	0	2	3	0	156649	3	0
0	0	1	0	13	28	4223	71	0	4	3	0	169281	3	0
0	0	1	0	11	28	4224	71	0	1	3	0	209656	3	0
0	0	0	0	26	28	4225	71	0	1	3	0	203884	3	0
0	0	0	0	14	28	4226	71	0	2	3	0	198327	3	0
0	0	0	0	15	28	4227	71	0	0	3	0	195092	3	0
0	0	0	0	17	28	4228	71	0	0	3	0	209700	3	0
0	0	0	0	24	28	4229	71	0	0	3	0	203885	3	0
0	0	0	0	40	29	4230	71	0	0	3	0	204513	3	0
0	0	0	0	33	29	4231	71	0	0	3	0	209305	3	0
0	0	0	0	34	29	4232	71	0	0	3	0	209304	3	0
0	0	0	0	50	29	4233	71	0	0	3	0	192880	3	0
0	0	0	0	16	0	4234	210	0	5	3	0	116917	3	0
1	0	0	1	23	3	4235	210	0	5	3	0	176480	3	0
0	0	0	0	4	4	4236	210	0	5	3	0	205243	3	0
1	0	0	1	19	6	4237	210	0	5	3	0	167936	3	0
0	0	1	0	25	7	4238	210	0	5	3	0	209889	3	0
1	0	0	1	5	9	4239	210	0	4	3	0	177762	3	0
0	0	0	0	2	11	4240	210	0	5	3	0	50908	3	0
2	0	0	1	21	12	4241	210	0	5	3	0	192963	3	0
0	0	0	0	17	16	4242	210	0	5	3	0	183887	3	0
0	0	0	0	10	18	4243	210	0	5	3	0	205083	3	0
3	1	0	1	7	25	4244	210	0	4	3	0	199378	3	0
0	0	0	0	30	28	4245	210	0	0	3	0	194892	3	0
0	0	0	0	13	28	4246	210	0	0	3	0	173483	3	0
0	0	0	0	11	28	4247	210	0	1	3	0	202940	3	0
0	0	0	0	28	28	4248	210	0	5	3	0	100964	3	0
0	0	0	0	8	28	4249	210	0	1	3	0	157306	3	0
0	0	0	0	24	28	4250	210	0	1	3	0	41705	3	0
0	0	0	0	3	28	4251	210	0	1	3	0	206139	3	0
1	0	0	1	27	28	4252	210	0	3	3	0	201257	3	0
0	0	0	0	26	28	4253	210	0	0	3	0	204844	3	0
0	0	0	0	22	28	4254	210	0	2	3	0	177568	3	0
0	0	0	0	15	28	4255	210	0	0	3	0	205641	3	0
0	0	0	0	6	28	4256	210	0	0	3	0	199460	3	0
0	0	0	0	1	29	4257	210	0	0	3	0	210579	3	0
0	0	0	0	29	29	4258	210	0	0	3	0	209890	3	0
0	0	0	0	18	29	4259	210	0	0	3	0	171201	3	0
0	0	0	0	16	0	4260	212	0	5	3	0	204891	3	0
2	0	0	1	7	3	4261	212	0	5	3	0	183973	3	0
0	0	0	0	4	4	4262	212	0	5	3	0	177016	3	0
0	0	0	0	13	6	4263	212	0	5	3	0	183369	3	0
0	0	0	0	12	7	4264	212	0	2	3	0	209651	3	0
0	0	2	0	10	9	4265	212	0	4	3	0	170902	3	0
0	0	0	0	8	11	4266	212	0	5	3	0	51763	3	0
2	0	1	1	19	12	4267	212	0	5	3	0	183068	3	0
0	0	1	0	11	16	4268	212	0	5	3	0	203971	3	0
0	0	1	0	20	18	4269	212	0	5	3	0	203878	3	0
1	0	0	1	9	25	4270	212	0	5	3	0	193226	3	0
0	0	0	0	1	28	4271	212	0	0	3	0	203866	3	0
0	0	0	0	3	28	4272	212	0	4	3	0	174134	3	0
0	0	0	0	25	28	4273	212	0	0	3	0	205862	3	0
0	0	0	0	5	28	4274	212	0	0	3	0	205836	3	0
0	0	1	0	18	28	4275	212	0	5	3	0	50952	3	0
0	0	0	0	28	28	4276	212	0	4	3	0	210706	3	0
1	0	0	1	14	28	4277	212	0	5	3	0	204335	3	0
0	0	0	0	27	28	4278	212	0	0	3	0	208019	3	0
0	0	0	0	29	28	4279	212	0	0	3	0	206237	3	0
0	0	0	0	22	28	4280	212	0	0	3	0	209502	3	0
0	0	0	0	33	28	4281	212	0	1	3	0	210705	3	0
0	0	0	0	17	28	4282	212	0	0	3	0	206498	3	0
0	0	0	0	21	29	4283	212	0	0	3	0	206497	3	0
0	0	0	0	16	0	4284	224	0	4	3	0	107261	3	0
0	0	0	0	6	3	4285	224	0	4	3	0	201040	3	0
0	0	0	0	18	4	4286	224	0	4	3	0	188727	3	0
0	0	1	0	22	6	4287	224	0	2	3	0	177125	3	0
0	0	2	0	27	7	4288	224	0	5	3	0	198816	3	0
0	0	0	0	13	9	4289	224	0	5	3	0	175409	3	0
0	0	0	0	28	11	4290	224	0	5	3	0	209425	3	0
1	0	0	1	10	17	4291	224	0	5	3	0	202035	3	0
1	0	1	1	29	18	4292	224	0	3	3	0	152926	3	0
0	0	0	0	7	19	4293	224	0	5	3	0	172195	3	0
1	0	2	1	12	25	4294	224	0	4	3	0	194994	3	0
0	0	0	0	1	28	4295	224	0	1	3	0	193981	3	0
0	0	0	0	11	28	4296	224	0	5	3	0	209422	3	0
1	0	0	1	9	28	4297	224	0	2	3	0	201039	3	0
0	0	1	0	5	28	4298	224	0	3	3	0	192965	3	0
0	0	0	0	24	28	4299	224	0	4	3	0	187989	3	0
0	0	0	0	21	28	4300	224	0	2	3	0	197814	3	0
0	0	0	0	4	28	4301	224	0	0	3	0	5267	3	0
0	0	1	0	17	28	4302	224	0	3	3	0	209426	3	0
0	0	0	0	8	28	4303	224	0	0	3	0	150566	3	0
0	0	0	0	20	28	4304	224	0	0	3	0	182827	3	0
0	0	0	0	31	28	4305	224	0	0	3	0	209430	3	0
0	0	0	0	19	28	4306	224	0	0	3	0	182769	3	0
0	0	0	0	30	29	4307	224	0	0	3	0	209423	3	0
0	0	0	0	25	29	4308	224	0	0	3	0	165404	3	0
0	0	0	0	14	29	4309	224	0	0	3	0	209429	3	0
0	0	0	0	23	29	4310	224	0	0	3	0	163424	3	0
0	0	0	0	33	29	4311	224	0	0	3	0	209427	3	0
0	0	0	0	16	0	4312	613	0	5	3	0	2992	3	0
0	0	0	0	26	3	4313	613	0	5	3	0	201145	3	0
0	0	2	0	4	4	4314	613	0	4	3	0	167954	3	1
0	0	0	0	2	6	4315	613	0	5	3	0	198688	3	0
0	0	0	0	3	7	4316	613	0	3	3	0	206596	3	0
0	0	1	0	6	9	4317	613	0	5	3	0	181436	3	0
0	0	1	0	11	11	4318	613	0	5	3	0	199419	3	0
0	0	1	0	9	12	4319	613	0	4	3	0	153255	3	0
1	0	0	1	10	16	4320	613	0	4	3	0	202546	3	0
0	0	0	0	17	24	4321	613	0	5	3	0	164977	3	0
0	0	0	0	13	26	4322	613	0	3	3	0	205257	3	0
0	0	0	0	1	28	4323	613	0	0	3	0	188881	3	0
1	0	0	1	23	28	4324	613	0	3	3	0	202330	3	1
0	0	0	0	24	28	4325	613	0	0	3	0	186721	3	0
0	0	1	0	25	28	4326	613	0	3	3	0	165241	3	0
1	0	0	1	19	28	4327	613	0	2	3	0	196582	3	0
0	0	0	0	15	28	4328	613	0	1	3	0	210727	3	0
0	0	0	0	22	28	4329	613	0	0	3	0	186765	3	0
0	0	0	0	20	28	4330	613	0	2	3	0	209617	3	0
0	0	0	0	7	28	4331	613	0	2	3	0	210824	3	0
0	0	0	0	21	28	4332	613	0	3	3	0	205256	3	0
0	0	0	0	33	28	4333	613	0	0	3	0	211100	3	0
0	0	0	0	30	28	4334	613	0	0	3	0	158742	3	0
0	0	0	0	1	0	4335	1530	0	5	3	0	116745	3	0
0	0	1	0	19	3	4336	1530	0	5	3	0	183069	3	0
0	0	2	0	5	4	4337	1530	0	5	3	0	208832	3	0
0	0	0	0	21	6	4338	1530	0	0	3	0	150588	3	0
0	0	0	0	18	7	4339	1530	0	4	3	0	169800	3	0
0	0	0	0	24	12	4340	1530	0	2	3	0	158877	3	0
0	0	1	0	7	13	4341	1530	0	4	3	0	49441	3	0
0	0	0	0	17	15	4342	1530	0	0	3	0	194452	3	0
0	0	0	0	20	16	4343	1530	0	5	3	0	156634	3	0
0	0	0	0	27	21	4344	1530	0	3	3	0	198229	3	1
2	0	2	1	9	25	4345	1530	0	5	3	0	165429	3	0
0	0	0	0	30	28	4346	1530	0	0	3	0	199574	3	0
0	0	0	0	4	28	4347	1530	0	1	3	0	11495	3	0
0	0	1	0	15	28	4348	1530	0	3	3	0	204481	3	0
0	0	1	0	22	28	4349	1530	0	2	3	0	204482	3	0
1	0	0	1	8	28	4350	1530	0	2	3	0	189945	3	0
1	0	0	1	23	28	4351	1530	0	5	3	0	176692	3	0
0	0	1	0	14	28	4352	1530	0	2	3	0	158268	3	0
0	0	1	0	12	28	4353	1530	0	4	3	0	106686	3	0
0	0	0	0	28	28	4354	1530	0	1	3	0	190360	3	0
0	0	0	0	36	28	4355	1530	0	0	3	0	209974	3	0
0	0	1	0	29	28	4356	1530	0	5	3	0	189946	3	0
0	0	0	0	33	28	4357	1530	0	3	3	0	209973	3	0
0	0	0	0	16	29	4358	1530	0	0	3	0	189475	3	0
0	0	0	0	2	29	4359	1530	0	0	3	0	207965	3	0
0	0	1	0	25	29	4360	1530	0	2	3	0	184935	3	0
0	0	0	0	3	29	4361	1530	0	0	3	0	198336	3	0
0	0	0	0	35	29	4362	1530	0	1	3	0	211381	3	0
0	0	0	0	1	0	4364	1738	0	2	3	0	201138	3	0
0	0	1	0	28	3	4365	1738	0	5	3	0	200298	3	0
0	0	0	0	13	4	4366	1738	0	2	3	0	177479	3	0
0	0	0	0	21	6	4367	1738	0	5	3	0	192725	3	0
0	0	0	0	3	7	4368	1738	0	2	3	0	204884	3	0
1	0	1	1	6	10	4369	1738	0	5	3	0	106112	3	0
0	0	1	0	9	12	4370	1738	0	5	3	0	193001	3	0
1	0	0	1	17	16	4371	1738	0	5	3	0	173040	3	0
0	0	2	0	10	18	4372	1738	0	4	3	0	192824	3	0
2	0	0	1	20	24	4373	1738	0	4	3	0	209635	3	0
1	0	1	1	11	26	4374	1738	0	5	3	0	158111	3	0
0	0	0	0	16	28	4375	1738	0	3	3	0	178363	3	0
0	0	2	0	19	28	4376	1738	0	3	3	0	107280	3	0
0	0	0	0	5	28	4377	1738	0	3	3	0	190196	3	0
0	0	0	0	7	28	4378	1738	0	3	3	0	185018	3	0
0	0	0	0	27	28	4379	1738	0	0	3	0	188982	3	0
0	0	1	0	22	28	4380	1738	0	5	3	0	204485	3	0
0	0	0	0	18	28	4381	1738	0	0	3	0	50959	3	0
1	0	1	1	8	28	4382	1738	0	3	3	0	183804	3	0
0	0	0	0	33	28	4383	1738	0	0	3	0	211282	3	0
0	0	0	0	30	28	4384	1738	0	0	3	0	204883	3	0
0	0	0	0	16	0	4385	1739	0	1	3	0	116938	3	0
0	0	1	0	15	3	4386	1739	0	5	3	0	199537	3	0
0	0	0	0	5	4	4387	1739	0	5	3	0	178318	3	0
0	0	1	0	21	6	4388	1739	0	3	3	0	209831	3	0
0	0	0	0	24	7	4389	1739	0	2	3	0	205326	3	0
0	0	1	0	23	10	4390	1739	0	5	3	0	164431	3	1
2	0	1	1	29	23	4391	1739	0	5	3	0	193528	3	0
2	0	0	1	9	13	4392	1739	0	5	3	0	205332	3	0
1	0	0	1	8	15	4393	1739	0	3	3	0	50895	3	0
0	0	0	0	18	27	4394	1739	0	1	3	0	50958	3	0
1	0	1	1	20	25	4395	1739	0	5	3	0	193529	3	0
0	0	0	0	1	28	4396	1739	0	5	3	0	209830	3	0
0	0	0	0	27	28	4397	1739	0	2	3	0	205334	3	0
0	0	0	0	17	28	4398	1739	0	3	3	0	197175	3	0
0	0	0	0	11	28	4399	1739	0	3	3	0	205328	3	0
0	0	0	0	34	28	4400	1739	0	3	3	0	206008	3	0
0	0	0	0	28	28	4401	1739	0	0	3	0	194718	3	0
0	0	0	0	14	28	4402	1739	0	4	3	0	193072	3	0
0	0	0	0	19	28	4403	1739	0	1	3	0	209835	3	0
0	0	0	0	25	28	4404	1739	0	3	3	0	210896	3	0
0	0	0	0	22	28	4405	1739	0	3	3	0	192672	3	0
0	0	0	0	42	28	4406	1739	0	0	3	0	205331	3	0
0	0	0	0	13	28	4407	1739	0	1	3	0	209832	3	0
0	0	0	0	30	29	4408	1739	0	0	3	0	190734	3	0
0	0	0	0	33	29	4409	1739	0	0	3	0	210728	3	0
0	0	0	0	1	0	4410	1813	0	0	3	0	203815	3	0
0	0	1	0	2	3	4411	1813	0	2	3	0	208859	3	0
0	0	1	0	24	4	4412	1813	0	5	3	0	199393	3	0
0	0	0	0	27	6	4413	1813	0	5	3	0	208857	3	0
0	0	0	0	5	7	4414	1813	0	4	3	0	208856	3	0
0	0	1	0	8	9	4415	1813	0	5	3	0	208861	3	0
0	0	1	0	7	11	4416	1813	0	5	3	0	208864	3	0
0	0	0	0	29	17	4417	1813	0	5	3	0	208884	3	0
2	0	0	1	19	18	4418	1813	0	5	3	0	208865	3	0
0	0	1	0	10	19	4419	1813	0	5	3	0	140462	3	0
0	0	0	0	15	25	4420	1813	0	0	3	0	150669	3	0
0	0	0	0	16	28	4421	1813	0	5	3	0	116746	3	0
0	0	0	0	23	28	4422	1813	0	0	3	0	177261	3	0
0	0	0	0	4	28	4423	1813	0	1	3	0	163393	3	0
0	0	0	0	6	28	4424	1813	0	0	3	0	163803	3	0
0	0	0	0	11	28	4425	1813	0	4	3	0	138712	3	0
2	0	0	1	12	28	4426	1813	0	5	3	0	208882	3	0
0	0	0	0	9	28	4427	1813	0	4	3	0	49636	3	0
0	0	0	0	30	28	4428	1813	0	0	3	0	209632	3	0
0	0	0	0	21	28	4429	1813	0	0	3	0	208855	3	0
0	0	1	0	20	28	4430	1813	0	2	3	0	209630	3	0
0	0	0	0	3	28	4431	1813	0	0	3	0	209646	3	0
0	0	0	0	22	28	4432	1813	0	5	3	0	120044	3	0
0	0	0	0	31	29	4433	1813	0	0	3	0	210349	3	0
0	0	0	0	14	29	4434	1813	0	0	3	0	211169	3	0
0	0	0	0	16	0	4435	1814	0	4	3	0	112373	3	0
0	0	0	0	7	3	4436	1814	0	4	3	0	189003	3	0
0	0	1	0	28	4	4437	1814	0	3	3	0	199464	3	0
0	0	3	0	19	6	4438	1814	0	5	3	0	117015	3	0
0	0	3	0	3	7	4439	1814	0	5	3	0	209631	3	0
1	0	0	1	25	12	4440	1814	0	5	3	0	202679	3	0
0	0	2	0	6	13	4441	1814	0	4	3	0	193147	3	0
0	0	0	0	4	15	4442	1814	0	2	3	0	117022	3	0
0	0	0	0	15	16	4443	1814	0	5	3	0	203904	3	0
0	0	1	0	10	21	4444	1814	0	3	3	0	167983	3	0
2	0	0	1	22	25	4445	1814	0	5	3	0	138945	3	0
0	0	0	0	1	28	4446	1814	0	0	3	0	199705	3	0
0	0	1	0	12	28	4447	1814	0	2	3	0	209691	3	0
1	0	0	1	11	28	4448	1814	0	3	3	0	177829	3	0
0	0	1	0	20	28	4449	1814	0	4	3	0	150559	3	0
0	0	1	0	14	28	4450	1814	0	5	3	0	162198	3	0
0	0	2	0	17	28	4451	1814	0	2	3	0	206553	3	0
0	0	0	0	18	28	4452	1814	0	5	3	0	198201	3	0
0	0	0	0	30	28	4453	1814	0	1	3	0	180337	3	0
0	0	0	0	5	28	4454	1814	0	0	3	0	209725	3	0
0	0	0	0	2	28	4455	1814	0	1	3	0	199706	3	0
0	0	0	0	27	28	4456	1814	0	0	3	0	188341	3	0
0	0	0	0	9	28	4457	1814	0	0	3	0	183286	3	0
0	0	0	0	33	29	4458	1814	0	0	3	0	204433	3	0
0	0	0	0	8	29	4459	1814	0	1	3	0	192820	3	0
0	0	0	0	35	29	4460	1814	0	0	3	0	209798	3	0
0	0	0	0	34	29	4461	1814	0	0	3	0	209799	3	0
0	0	0	0	30	0	4462	1815	0	4	3	0	195357	3	0
0	0	1	0	23	3	4463	1815	0	5	3	0	192711	3	0
0	0	0	0	4	4	4464	1815	0	3	3	0	179931	3	0
0	0	1	0	20	6	4465	1815	0	4	3	0	177875	3	0
0	0	0	0	17	7	4466	1815	0	4	3	0	188824	3	0
0	0	2	0	22	23	4467	1815	0	5	3	0	53023	3	0
0	0	1	0	7	13	4468	1815	0	5	3	0	177426	3	0
0	0	2	0	10	15	4469	1815	0	5	3	0	201917	3	0
0	0	0	0	11	27	4470	1815	0	5	3	0	209781	3	0
2	0	0	1	12	24	4471	1815	0	5	3	0	190685	3	0
1	0	0	1	18	26	4472	1815	0	4	3	0	150583	3	0
0	0	0	0	1	28	4473	1815	0	1	3	0	52934	3	0
0	0	1	0	26	28	4474	1815	0	3	3	0	208295	3	0
1	0	1	1	15	28	4475	1815	0	3	3	0	183805	3	0
0	0	0	0	6	28	4476	1815	0	5	3	0	45652	3	0
0	0	0	0	8	28	4477	1815	0	1	3	0	201637	3	0
0	0	0	0	24	28	4478	1815	0	1	3	0	190014	3	0
0	0	1	0	2	28	4479	1815	0	2	3	0	192712	3	0
0	0	0	0	13	28	4480	1815	0	1	3	0	112358	3	0
0	0	0	0	5	28	4481	1815	0	0	3	0	168283	3	0
0	0	0	0	9	28	4482	1815	0	1	3	0	181558	3	0
0	0	0	0	19	28	4483	1815	0	0	3	0	209657	3	0
0	0	0	0	34	28	4484	1815	0	0	3	0	208173	3	0
0	0	0	0	32	29	4485	1815	0	0	3	0	208172	3	0
0	0	0	0	3	29	4486	1815	0	0	3	0	203876	3	0
0	0	0	0	33	29	4487	1815	0	0	3	0	210344	3	0
0	0	0	0	16	29	4488	1815	0	0	3	0	204773	3	0
0	0	0	0	30	0	4489	1820	0	5	3	0	184781	3	0
0	0	0	0	11	3	4490	1820	0	5	3	0	210434	3	0
0	0	1	0	6	4	4491	1820	0	4	3	0	116309	3	0
0	0	0	0	4	6	4492	1820	0	5	3	0	186962	3	0
0	0	0	0	21	7	4493	1820	0	5	3	0	169072	3	0
1	0	1	1	20	10	4494	1820	0	5	3	0	184266	3	0
1	0	0	1	7	23	4495	1820	0	4	3	0	204286	3	0
1	0	1	1	8	13	4496	1820	0	4	3	0	176485	3	0
0	0	0	0	5	15	4497	1820	0	3	3	0	188721	3	0
2	0	0	1	12	27	4498	1820	0	5	3	0	201073	3	0
1	0	0	1	17	25	4499	1820	0	5	3	0	117438	3	0
0	0	0	0	1	28	4500	1820	0	0	3	0	200774	3	0
0	0	0	0	28	28	4501	1820	0	2	3	0	179725	3	0
0	0	0	0	10	28	4502	1820	0	3	3	0	193096	3	0
0	0	2	0	22	28	4503	1820	0	3	3	0	209618	3	0
0	0	1	0	25	28	4504	1820	0	4	3	0	183905	3	0
0	0	0	0	24	28	4505	1820	0	0	3	0	210433	3	0
0	0	0	0	23	28	4506	1820	0	2	3	0	210440	3	0
0	0	0	0	15	28	4507	1820	0	1	3	0	185250	3	0
0	0	1	0	18	28	4508	1820	0	2	3	0	204989	3	0
0	0	0	0	19	28	4509	1820	0	0	3	0	204540	3	0
0	0	0	0	2	28	4510	1820	0	0	3	0	201077	3	0
0	0	0	0	26	28	4511	1820	0	0	3	0	210436	3	0
0	0	0	0	9	29	4512	1820	0	0	3	0	210439	3	0
0	0	0	0	27	29	4513	1820	0	0	3	0	210438	3	0
0	0	0	0	16	29	4514	1820	0	0	3	0	210435	3	0
0	0	0	0	40	29	4515	1820	0	0	3	0	204500	3	0
0	0	0	0	1	0	4516	110316	0	5	3	0	107391	3	0
0	0	0	0	13	3	4517	110316	0	5	3	0	117424	3	0
0	0	2	0	5	4	4518	110316	0	4	3	0	209386	3	0
0	0	0	0	15	6	4519	110316	0	5	3	0	192923	3	1
0	0	0	0	3	7	4520	110316	0	3	3	0	153240	3	0
0	0	1	0	20	12	4521	110316	0	5	3	0	150447	3	0
0	0	0	0	6	13	4522	110316	0	4	3	0	53053	3	0
1	0	0	1	28	15	4523	110316	0	4	3	0	209645	3	0
0	0	0	0	8	16	4524	110316	0	3	3	0	200625	3	0
1	0	1	1	9	21	4525	110316	0	5	3	0	188773	3	0
0	0	0	0	12	25	4526	110316	0	5	3	0	169067	3	0
0	0	0	0	30	28	4527	110316	0	0	3	0	209382	3	0
1	0	2	1	19	28	4528	110316	0	5	3	0	209381	3	0
0	0	0	0	7	28	4529	110316	0	3	3	0	184765	3	0
0	0	1	0	18	28	4530	110316	0	4	3	0	209390	3	0
0	0	0	0	10	28	4531	110316	0	2	3	0	203178	3	0
0	0	0	0	17	28	4532	110316	0	0	3	0	197480	3	0
0	0	0	0	4	28	4533	110316	0	0	3	0	209385	3	0
0	0	0	0	22	28	4534	110316	0	2	3	0	209388	3	0
0	0	0	0	2	28	4535	110316	0	0	3	0	209384	3	0
0	0	0	0	21	28	4536	110316	0	5	3	0	189639	3	0
0	0	0	0	11	28	4537	110316	0	0	3	0	209389	3	0
0	0	0	0	33	28	4538	110316	0	0	3	0	209392	3	0
0	0	0	0	14	29	4539	110316	0	0	3	0	209387	3	0
0	0	0	0	16	29	4540	110316	0	0	3	0	206552	3	0
0	0	0	0	40	29	4541	110316	0	0	3	0	209383	3	0
0	0	0	0	30	0	4542	110326	0	5	3	0	197641	3	0
0	0	0	0	18	3	4543	110326	0	4	3	0	184083	3	0
0	0	1	0	24	4	4544	110326	0	4	3	0	194259	3	0
0	0	2	0	22	6	4545	110326	0	5	3	0	184764	3	0
0	0	0	0	5	7	4546	110326	0	4	3	0	187047	3	0
0	0	0	0	20	23	4547	110326	0	4	3	0	198264	3	0
